filename,true_class,predicted_class,confidence,correct
Common Water Hyacinth (Eichornia crassipes)\augmented_image_677.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7860856,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_678.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7910405,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_679.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7910405,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_68.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.78482217,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_680.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7910405,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_681.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.79793566,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_682.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.80242854,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_683.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.8029355,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_684.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7891526,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_685.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7865931,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_686.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7892475,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_687.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7925002,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_688.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7925488,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_689.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.79867697,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_69.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.78473467,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_690.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.80577,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_691.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.8067049,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_692.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7858945,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_693.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.78867525,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_694.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7858945,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_695.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.788592,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_696.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7895992,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_697.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.78610003,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_698.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.78610003,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_699.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7865144,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_7.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.78958845,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_70.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7909416,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_700.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.79166555,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_701.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.79255867,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_702.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7935718,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_703.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.78685606,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_704.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.78685606,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_705.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7873223,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_706.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7852917,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_707.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.78627634,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_708.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7922989,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_709.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.79105026,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_71.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7909416,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_710.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7920819,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_711.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7946562,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_712.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7970983,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_713.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7946562,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_714.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7858802,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_715.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7918098,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_716.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.78774965,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_717.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.79803044,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_718.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7961643,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_719.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.79483044,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_72.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7917068,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_720.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.80289775,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_721.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.8033101,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_722.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.8039597,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_723.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.80343443,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_724.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.79039496,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_725.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.79039496,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_726.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.79433113,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_727.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7939168,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_728.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.795754,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_729.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7897115,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_73.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7909416,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_730.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7981712,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_731.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.79018664,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_732.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.78722197,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_733.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.78722197,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_734.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7921316,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_735.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.79509985,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_736.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7983983,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_737.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.790875,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_738.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.790875,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_739.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7889905,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_74.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.80363286,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_740.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7893746,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_741.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7888911,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_742.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7849414,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_743.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.78789055,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_744.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.78720886,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_745.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.78808725,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_746.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.78896856,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_747.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7909321,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_748.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7937983,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_749.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7985521,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_75.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.79996926,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_750.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.79572314,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_751.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7925774,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_752.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7928474,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_753.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7891247,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_754.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7928474,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_755.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.79490304,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_756.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7919971,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_757.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7914755,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_758.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7920521,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_759.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7905907,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_76.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.79954547,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_760.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7905907,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_761.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.79185927,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_762.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.8016941,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_763.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7955602,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_764.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.8023173,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_765.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.80554575,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_766.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7929597,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_767.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7929812,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_768.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.79294896,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_769.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.80293167,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_77.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.80193156,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_770.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.8031266,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_771.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7881127,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_772.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.78847235,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_773.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7984262,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_774.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7985947,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_775.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7934133,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_776.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7936581,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_777.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.806531,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_778.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.8060168,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_779.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.79839224,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_78.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.79738057,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_780.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.79638636,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_781.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7941089,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_782.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.80002517,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_783.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.79530466,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_784.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7945943,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_785.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.80046284,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_786.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.80680776,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_787.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.80316323,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_788.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.8012212,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_789.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.80494773,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_79.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7959171,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_790.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.79593664,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_791.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.8051274,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_792.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.8045462,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_793.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.78953475,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_794.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.78931457,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_795.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.78587663,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_796.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7902827,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_797.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.790363,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_798.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7902827,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_799.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.79032266,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_8.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.79006815,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_80.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.79892015,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_800.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7999417,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_801.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.80208147,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_802.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7988934,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_803.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.80047226,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_804.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.8035985,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_805.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7946508,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_806.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7914184,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_807.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7932329,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_808.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.79159313,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_809.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7937646,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_81.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.79072076,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_810.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.79621875,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_811.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7984067,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_812.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7960119,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_813.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.80125815,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_814.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7990211,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_815.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.79670584,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_816.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7901111,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_817.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7920192,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_818.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7898009,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_819.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7870778,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_82.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.79148036,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_820.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.80159944,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_821.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.801445,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_822.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.79721016,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_823.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.80091304,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_824.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7890898,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_825.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7867255,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_826.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.78439367,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_827.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.78581923,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_828.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7863905,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_829.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7861087,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_83.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.78976697,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_830.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.80039144,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_831.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.79480857,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_832.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.79480857,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_833.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.79480857,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_834.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.78825015,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_835.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7880541,False
